       x [in]         y [in]         z [in]    Bx [Vs/m^2]    By [Vs/m^2]    Bz [Vs/m^2]  
     0.954228       0.154737       -19.8142     -0.0658778     0.00130461      -0.001305
     0.954228       0.154737        -19.711     -0.0653981     0.00135989   -0.000440532
     0.954228       0.154737       -19.6078     -0.0653834     0.00135525    0.000459257
     0.954228       0.154737       -19.5047     -0.0658931     0.00130068      0.0013068
     0.954228       0.154737       -19.4015     -0.0668159     0.00120023     0.00199685
     0.954228       0.154737       -19.2984     -0.0680459     0.00106195     0.00248393
     0.954228       0.154737       -19.1952     -0.0607246     0.00085307     0.00273916
     0.954228       0.154737        -19.092       -0.03839    0.000713685     0.00278756
     0.954228       0.154737       -18.9889     -0.0158886     0.00056908     0.00267972
     0.954228       0.154737       -18.8857    5.4246e-005    0.000468834     0.00241834
     0.954228       0.154737       -18.7826      0.0760688    0.000173007     0.00145538
     0.954228       0.154737       -18.6794   1.94909e-005  -1.52575e-008              0
     0.954228       0.257895       -20.6394   1.94258e-005   5.07609e-008              0
     0.954228       0.257895       -20.5363      0.0755864    0.000380862    -0.00103348
     0.954228       0.257895       -20.4331      0.0785083    0.000838511    -0.00206637
     0.954228       0.257895       -20.3299    -0.00909197     0.00105045    -0.00257607
     0.954228       0.257895       -20.2268     -0.0305017     0.00120004    -0.00258051
     0.954228       0.257895       -20.1236     -0.0513021     0.00141335    -0.00255037
     0.954228       0.257895       -20.0205     -0.0687823     0.00165431    -0.00230583
     0.954228       0.257895       -19.9173     -0.0676535     0.00184264    -0.00185065
     0.954228       0.257895       -19.8142     -0.0668099     0.00200175    -0.00119817
     0.954228       0.257895        -19.711     -0.0663661     0.00208473   -0.000411034
     0.954228       0.257895       -19.6078     -0.0663514     0.00208297    0.000412779
     0.954228       0.257895       -19.5047     -0.0667979     0.00200209     0.00120162
     0.954228       0.257895       -19.4015      -0.067651     0.00183884      0.0018407
     0.954228       0.257895       -19.2984     -0.0687811     0.00164239     0.00230271
     0.954228       0.257895       -19.1952     -0.0513383     0.00136377     0.00254535
     0.954228       0.257895        -19.092     -0.0305216     0.00113337     0.00264691
     0.954228       0.257895       -18.9889    -0.00898474    0.000937591      0.0025176
     0.954228       0.257895       -18.8857      0.0787255     0.00059379     0.00221998
     0.954228       0.257895       -18.7826       0.075569    0.000244071      0.0010842
     0.954228       0.257895       -18.6794   1.94452e-005   2.83153e-009  -8.92496e-024
     0.954228       0.361053       -20.6394   1.94249e-005   9.17027e-008   1.67778e-023
     0.954228       0.361053       -20.5363       0.075031    0.000284821   -0.000486354
     0.954228       0.361053       -20.4331      0.0771822    0.000866483    -0.00171414
     0.954228       0.361053       -20.3299    0.000381132     0.00119796    -0.00229415
     0.954228       0.361053       -20.2268      -0.019349     0.00150444    -0.00234289
     0.954228       0.361053       -20.1236     -0.0384412     0.00178678    -0.00227524
     0.954228       0.361053       -20.0205     -0.0559426     0.00210841    -0.00205073
     0.954228       0.361053       -19.9173     -0.0687915     0.00228451    -0.00163475
     0.954228       0.361053       -19.8142     -0.0680381     0.00248863    -0.00106614
     0.954228       0.361053        -19.711     -0.0676524     0.00258974   -0.000372436
     0.954228       0.361053       -19.6078     -0.0676587     0.00258747    0.000367407
     0.954228       0.361053       -19.5047     -0.0680428     0.00248063     0.00105683
     0.954228       0.361053       -19.4015     -0.0687693     0.00229619     0.00165117
     0.954228       0.361053       -19.2984     -0.0559749     0.00207418      0.0020499
     0.954228       0.361053       -19.1952     -0.0384179      0.0017693     0.00227886
     0.954228       0.361053        -19.092     -0.0193761     0.00147605     0.00234151
     0.954228       0.361053       -18.9889    0.000369268      0.0011892     0.00230072
     0.954228       0.361053       -18.8857      0.0771449    0.000746354     0.00175775
     0.954228       0.361053       -18.7826      0.0750352    0.000173465    0.000559443
     0.954228       0.361053       -18.6794   1.94326e-005   4.94839e-008  -1.97426e-023
     0.954228       0.464211       -20.6394   1.94345e-005   1.33692e-007   2.27937e-023
     0.954228       0.464211       -20.5363   1.94355e-005   1.63009e-007  -2.17704e-007
     0.954228       0.464211       -20.4331      0.0758582    0.000723922    -0.00108601
     0.954228       0.464211       -20.3299      0.0784931     0.00136749    -0.00181803
     0.954228       0.464211       -20.2268    -0.00563213     0.00168002    -0.00203332
     0.954228       0.464211       -20.1236     -0.0230452     0.00202948    -0.00195856
     0.954228       0.464211       -20.0205     -0.0384389     0.00229634    -0.00175155
     0.954228       0.464211       -19.9173     -0.0513048     0.00253996    -0.00141875
     0.954228       0.464211       -19.8142      -0.060718     0.00274231   -0.000882237
     0.954228       0.464211        -19.711     -0.0657432     0.00284337   -0.000322415
     0.954228       0.464211       -19.6078     -0.0657742     0.00283364    0.000296155
     0.954228       0.464211       -19.5047     -0.0607707     0.00275925    0.000852008
     0.954228       0.464211       -19.4015      -0.051439     0.00255713     0.00146356
     0.954228       0.464211       -19.2984     -0.0384246     0.00224725     0.00182592
     0.954228       0.464211       -19.1952     -0.0231002     0.00195047     0.00196923
     0.954228       0.464211        -19.092    -0.00562563     0.00168938     0.00202059
     0.954228       0.464211       -18.9889      0.0785052     0.00110897     0.00177714
     0.954228       0.464211       -18.8857      0.0758033    0.000603179     0.00115008
     0.954228       0.464211       -18.7826    1.9458e-005   9.69651e-008   2.51147e-007
     0.954228       0.464211       -18.6794   1.94355e-005    1.0071e-007              0
     0.954228       0.567368       -20.6394   1.95082e-005   1.60432e-007    4.0018e-024
     0.954228       0.567368       -20.5363   1.94938e-005   1.80682e-007  -1.86846e-007
     0.954228       0.567368       -20.4331      0.0750827    0.000266885   -0.000333647
     0.954228       0.567368       -20.3299      0.0764703     0.00111085    -0.00121263
     0.954228       0.567368       -20.2268      0.0787213     0.00243465    -0.00184594
     0.954228       0.567368       -20.1236    -0.00564594     0.00204294    -0.00166943
     0.954228       0.567368       -20.0205     -0.0193553     0.00235567    -0.00147941
     0.954228       0.567368       -19.9173     -0.0304822      0.0025947    -0.00117537
     0.954228       0.567368       -19.8142     -0.0383834     0.00281755   -0.000766725
     0.954228       0.567368        -19.711     -0.0426318     0.00290535   -0.000241282
     0.954228       0.567368       -19.6078     -0.0427042     0.00288234    0.000236408
     0.954228       0.567368       -19.5047     -0.0384672     0.00278598    0.000758221
     0.954228       0.567368       -19.4015     -0.0304846     0.00258486     0.00119691
     0.954228       0.567368       -19.2984     -0.0194132     0.00234234     0.00149297
     0.954228       0.567368       -19.1952    -0.00563635     0.00202188     0.00168745
     0.954228       0.567368        -19.092       0.079141     0.00180996     0.00166913
     0.954228       0.567368       -18.9889       0.076415    0.000995354     0.00128202
     0.954228       0.567368       -18.8857      0.0749514    0.000230368    0.000198895
     0.954228       0.567368       -18.7826   1.94902e-005   1.59713e-007   1.85238e-007
     0.954228       0.567368       -18.6794    1.9511e-005   1.36399e-007              0
     0.954228       0.670526       -20.6394    1.9667e-005   1.43088e-007   -2.6157e-024
     0.954228       0.670526       -20.5363   1.96248e-005   1.69911e-007  -1.31004e-007
     0.954228       0.670526       -20.4331   1.95247e-005   2.46189e-007  -2.51795e-007
     0.954228       0.670526       -20.3299      0.0750719    0.000437054   -0.000367167
     0.954228       0.670526       -20.2268      0.0764652     0.00128078    -0.00100088
     0.954228       0.670526       -20.1236      0.0785503      0.0019592    -0.00118333
     0.954228       0.670526       -20.0205    0.000399556     0.00229818     -0.0012234
     0.954228       0.670526       -19.9173    -0.00898536     0.00249778   -0.000966984
     0.954228       0.670526       -19.8142     -0.0158769       0.002656   -0.000590618
     0.954228       0.670526        -19.711     -0.0194621     0.00276171   -0.000195811
     0.954228       0.670526       -19.6078     -0.0194119     0.00274078    0.000254865
     0.954228       0.670526       -19.5047      -0.015795     0.00289313    0.000595471
     0.954228       0.670526       -19.4015    -0.00895537     0.00250373    0.000970185
     0.954228       0.670526       -19.2984    0.000397645     0.00226192     0.00120636
     0.954228       0.670526       -19.1952       0.078693     0.00190781     0.00133046
     0.954228       0.670526        -19.092      0.0764157     0.00119423     0.00111363
     0.954228       0.670526       -18.9889      0.0750128    0.000385727    0.000427108
     0.954228       0.670526       -18.8857   1.95145e-005   2.18627e-007   2.60291e-007
     0.954228       0.670526       -18.7826   1.96225e-005   1.52681e-007    1.3741e-007
     0.954228       0.670526       -18.6794   1.96658e-005    1.2298e-007              0
     0.954228       0.773684       -20.6394   1.98511e-005   1.05147e-007              0
     0.954228       0.773684       -20.5363   1.97993e-005   1.23589e-007  -8.50222e-008
     0.954228       0.773684       -20.4331    1.9669e-005   1.80252e-007  -1.66633e-007
     0.954228       0.773684       -20.3299   1.95241e-005    2.6101e-007  -2.32428e-007
     0.954228       0.773684       -20.2268      0.0748759     0.00026024   -0.000151242
     0.954228       0.773684       -20.1236      0.0758748     0.00114359   -0.000622299
     0.954228       0.773684       -20.0205      0.0772057     0.00177934   -0.000777528
     0.954228       0.773684       -19.9173      0.0785663     0.00228141   -0.000657061
     0.954228       0.773684       -19.8142   6.39683e-005     0.00244406   -0.000488379
     0.954228       0.773684        -19.711    0.000213792     0.00250218   -0.000167858
     0.954228       0.773684       -19.6078    0.000226851     0.00251007    0.000154624
     0.954228       0.773684       -19.5047   5.67605e-005     0.00243264     0.00048804
     0.954228       0.773684       -19.4015      0.0785123     0.00223035    0.000848819
     0.954228       0.773684       -19.2984      0.0771694     0.00170593    0.000887442
     0.954228       0.773684       -19.1952      0.0758575      0.0010708    0.000730403
     0.954228       0.773684        -19.092      0.0749942    0.000378006    0.000272916
     0.954228       0.773684       -18.9889   1.95149e-005   2.53641e-007   2.41825e-007
     0.954228       0.773684       -18.8857   1.96614e-005    1.6541e-007   1.85652e-007
     0.954228       0.773684       -18.7826   1.97992e-005   1.10777e-007   9.28277e-008
     0.954228       0.773684       -18.6794   1.98449e-005   9.11677e-008              0
     0.954228       0.876842       -20.6394   2.00016e-005   5.12128e-008  -2.46417e-024
     0.954228       0.876842       -20.5363   1.99428e-005   6.37397e-008  -5.74972e-008
     0.954228       0.876842       -20.4331   1.97971e-005   9.10862e-008   -1.0761e-007
     0.954228       0.876842       -20.3299   1.96263e-005   1.39109e-007  -1.52759e-007
     0.954228       0.876842       -20.2268   1.94941e-005   1.87782e-007  -1.64886e-007
     0.954228       0.876842       -20.1236    1.9457e-005   2.93569e-007  -1.14881e-007
     0.954228       0.876842       -20.0205      0.0750628    0.000592065   -0.000188302
     0.954228       0.876842       -19.9173      0.0755796      0.0010844   -0.000268087
     0.954228       0.876842       -19.8142      0.0760842      0.0014532   -0.000182822
     0.954228       0.876842        -19.711      0.0763883     0.00162808  -2.70589e-005
     0.954228       0.876842       -19.6078      0.0764189     0.00160915    0.000166762
     0.954228       0.876842       -19.5047      0.0760876     0.00144016    0.000319236
     0.954228       0.876842       -19.4015      0.0755823     0.00106917    0.000376749
     0.954228       0.876842       -19.2984      0.0750385    0.000444727    0.000196574
     0.954228       0.876842       -19.1952   1.94584e-005   2.80923e-007   1.80692e-007
     0.954228       0.876842        -19.092   1.94962e-005   1.80923e-007   1.96627e-007
     0.954228       0.876842       -18.9889   1.96282e-005   1.31033e-007   1.74241e-007
     0.954228       0.876842       -18.8857   1.97999e-005   8.62906e-008    1.2333e-007
     0.954228       0.876842       -18.7826   1.99436e-005   5.76122e-008   6.55612e-008
     0.954228       0.876842       -18.6794   2.00022e-005   4.40508e-008  -1.30016e-024
     0.954228           0.98       -20.6394   2.00491e-005   9.73824e-023              0
     0.954228           0.98       -20.5363   1.99959e-005   2.63533e-023  -4.58231e-008
     0.954228           0.98       -20.4331   1.98526e-005   1.02097e-022  -9.34443e-008
     0.954228           0.98       -20.3299   1.96675e-005   1.03147e-022  -1.26487e-007
     0.954228           0.98       -20.2268   1.95104e-005    2.0818e-022  -1.35718e-007
     0.954228           0.98       -20.1236   1.94404e-005   2.33943e-022  -1.09937e-007
     0.954228           0.98       -20.0205   1.94436e-005   2.56078e-022  -4.94607e-008
     0.954228           0.98       -19.9173   1.94756e-005   3.19679e-022  -1.23926e-008
     0.954228           0.98       -19.8142   1.94933e-005  -7.97922e-023   1.99621e-008
     0.954228           0.98        -19.711   1.94962e-005   1.24665e-021   9.46215e-008
     0.954228           0.98       -19.6078   1.93866e-005   1.53266e-021  -5.29145e-008
     0.954228           0.98       -19.5047   1.94921e-005    1.5088e-022  -1.76884e-008
     0.954228           0.98       -19.4015   1.94689e-005   2.34635e-022   2.44441e-008
     0.954228           0.98       -19.2984   1.94341e-005   2.15146e-022    8.0607e-008
     0.954228           0.98       -19.1952   1.94363e-005   2.45865e-022   1.37901e-007
     0.954228           0.98        -19.092   1.95056e-005   2.19463e-022   1.66662e-007
     0.954228           0.98       -18.9889   1.96675e-005   1.60948e-022   1.51797e-007
     0.954228           0.98       -18.8857   1.98546e-005   9.41164e-023   1.04379e-007
     0.954228           0.98       -18.7826   2.00067e-005   6.33109e-023   5.70905e-008
     0.954228           0.98       -18.6794   2.00615e-005   6.65589e-023   3.69824e-024
       1.0598          -0.98       -20.6394   2.02927e-005   2.02538e-022              0
       1.0598          -0.98       -20.5363   2.02255e-005   1.68255e-022  -1.65973e-007
       1.0598          -0.98       -20.4331    2.0061e-005   2.08234e-022  -2.96256e-007
       1.0598          -0.98       -20.3299   1.98599e-005    2.6715e-022  -3.34597e-007
       1.0598          -0.98       -20.2268   1.96816e-005   2.72737e-022  -2.87478e-007
       1.0598          -0.98       -20.1236   1.95821e-005   2.69446e-022  -1.82413e-007
       1.0598          -0.98       -20.0205   1.95542e-005    1.8144e-022  -7.66921e-008
       1.0598          -0.98       -19.9173   1.95644e-005   9.40189e-023  -2.57565e-008
       1.0598          -0.98       -19.8142   1.95769e-005   5.75451e-022  -5.81168e-008
       1.0598          -0.98        -19.711   1.95922e-005   -1.5294e-022   1.04489e-008
       1.0598          -0.98       -19.6078   1.95204e-005   -3.1853e-022  -3.88652e-008
       1.0598          -0.98       -19.5047   1.95628e-005  -3.57617e-022  -2.58591e-008
       1.0598          -0.98       -19.4015   1.95676e-005    4.0759e-023  -8.24846e-009
       1.0598          -0.98       -19.2984   1.95726e-005   2.02236e-022   5.28123e-008
       1.0598          -0.98       -19.1952    1.9586e-005   2.17795e-022   1.49097e-007
       1.0598          -0.98        -19.092   1.96862e-005   2.50035e-022   2.63154e-007
       1.0598          -0.98       -18.9889   1.98618e-005   2.40186e-022   3.19763e-007
       1.0598          -0.98       -18.8857   2.00643e-005   2.23071e-022   2.83494e-007
       1.0598          -0.98       -18.7826   2.02243e-005   1.81964e-022   1.63823e-007
       1.0598          -0.98       -18.6794   2.02861e-005   2.39718e-022              0
       1.0598      -0.876842       -20.6394   2.02254e-005  -1.65052e-007  -7.54241e-024
       1.0598      -0.876842       -20.5363    2.0164e-005  -1.68359e-007  -1.78821e-007
       1.0598      -0.876842       -20.4331   2.00065e-005  -1.87759e-007  -3.04981e-007
       1.0598      -0.876842       -20.3299   1.98084e-005  -2.17879e-007  -3.50584e-007
       1.0598      -0.876842       -20.2268   1.96465e-005  -2.37365e-007  -2.92577e-007
       1.0598      -0.876842       -20.1236   1.95498e-005  -2.22281e-007  -2.06953e-007
       1.0598      -0.876842       -20.0205      0.0763486   -0.000211879   -0.000170573
       1.0598      -0.876842       -19.9173      0.0767291   -0.000495849   -0.000214361
       1.0598      -0.876842       -19.8142      0.0771053   -0.000694511   -0.000189357
       1.0598      -0.876842        -19.711      0.0773431   -0.000798175   -0.000122086
       1.0598      -0.876842       -19.6078      0.0773676   -0.000813128  -3.23717e-005
       1.0598      -0.876842       -19.5047      0.0771046   -0.000728406   5.79433e-005
       1.0598      -0.876842       -19.4015      0.0767352   -0.000547683   9.08777e-005
       1.0598      -0.876842       -19.2984      0.0763668   -0.000262491  -2.71385e-005
       1.0598      -0.876842       -19.1952   1.95954e-005  -2.87072e-007    1.5532e-007
       1.0598      -0.876842        -19.092   1.96446e-005  -2.37357e-007   2.65231e-007
       1.0598      -0.876842       -18.9889   1.98101e-005  -2.27591e-007   3.33103e-007
       1.0598      -0.876842       -18.8857   1.99992e-005  -1.92348e-007   2.94222e-007
       1.0598      -0.876842       -18.7826    2.0161e-005  -1.77839e-007   1.71683e-007
       1.0598      -0.876842       -18.6794   2.02258e-005  -1.67485e-007   1.21165e-023
       1.0598      -0.773684       -20.6394   2.00684e-005  -2.77332e-007   8.60055e-024
       1.0598      -0.773684       -20.5363   2.00065e-005  -2.89817e-007  -1.94858e-007
       1.0598      -0.773684       -20.4331   1.98515e-005  -3.28761e-007  -3.43086e-007
       1.0598      -0.773684       -20.3299   1.96752e-005    -3.891e-007  -3.99292e-007
       1.0598      -0.773684       -20.2268      0.0763605  -6.55345e-005   -0.000127699
       1.0598      -0.773684       -20.1236      0.0769181   -0.000498245     -0.0003816
       1.0598      -0.773684       -20.0205      0.0779643   -0.000843958    -0.00048101
       1.0598      -0.773684       -19.9173      0.0791317    -0.00120798   -0.000563104
       1.0598      -0.773684       -19.8142   5.07459e-005    -0.00124861   -0.000249842
       1.0598      -0.773684        -19.711    0.000184094     -0.0012975  -7.93375e-005
       1.0598      -0.773684       -19.6078    0.000203098    -0.00129567   8.30485e-005
       1.0598      -0.773684       -19.5047   5.62361e-005    -0.00124512    0.000251686
       1.0598      -0.773684       -19.4015      0.0790883    -0.00102661    0.000378411
       1.0598      -0.773684       -19.2984       0.077951   -0.000893382     0.00034251
       1.0598      -0.773684       -19.1952      0.0769023   -0.000585129    0.000260484
       1.0598      -0.773684        -19.092      0.0763895   -0.000153457   6.37426e-005
       1.0598      -0.773684       -18.9889   1.96639e-005  -3.98505e-007   3.73282e-007
       1.0598      -0.773684       -18.8857   1.98459e-005  -3.42342e-007   3.26974e-007
       1.0598      -0.773684       -18.7826   1.99995e-005  -3.04088e-007   1.91089e-007
       1.0598      -0.773684       -18.6794   2.00676e-005  -2.90833e-007              0
       1.0598      -0.670526       -20.6394     1.986e-005  -3.15358e-007   1.23995e-023
       1.0598      -0.670526       -20.5363   1.98091e-005  -3.28037e-007  -2.25738e-007
       1.0598      -0.670526       -20.4331   1.96656e-005  -3.73726e-007  -4.02539e-007
       1.0598      -0.670526       -20.3299      0.0764193   -0.000126071   -0.000235015
       1.0598      -0.670526       -20.2268      0.0773406   -0.000558661   -0.000571217
       1.0598      -0.670526       -20.1236      0.0791054   -0.000949655   -0.000757993
       1.0598      -0.670526       -20.0205    0.000389093    -0.00126556   -0.000704872
       1.0598      -0.670526       -19.9173    -0.00904299    -0.00129771   -0.000482463
       1.0598      -0.670526       -19.8142     -0.0160291    -0.00137094   -0.000319833
       1.0598      -0.670526        -19.711     -0.0196296    -0.00143686   -0.000132793
       1.0598      -0.670526       -19.6078     -0.0196474     -0.0014419    0.000104805
       1.0598      -0.670526       -19.5047     -0.0160813    -0.00138917    0.000290708
       1.0598      -0.670526       -19.4015    -0.00907594    -0.00130602    0.000483708
       1.0598      -0.670526       -19.2984    0.000363746     -0.0011872    0.000651366
       1.0598      -0.670526       -19.1952      0.0790095    -0.00101976     0.00055968
       1.0598      -0.670526        -19.092      0.0773697   -0.000661822    0.000471514
       1.0598      -0.670526       -18.9889       0.076336   -0.000220996    0.000156273
       1.0598      -0.670526       -18.8857    1.9685e-005  -3.92958e-007   3.99796e-007
       1.0598      -0.670526       -18.7826   1.98085e-005  -3.46426e-007   2.19793e-007
       1.0598      -0.670526       -18.6794   1.98617e-005  -3.38051e-007  -3.99541e-023
       1.0598      -0.567368       -20.6394   1.96799e-005  -2.61863e-007  -1.03281e-023
       1.0598      -0.567368       -20.5363   1.96422e-005  -2.65959e-007  -2.38788e-007
       1.0598      -0.567368       -20.4331      0.0761583    -0.00015299   -0.000189894
       1.0598      -0.567368       -20.3299      0.0773699    -0.00046643   -0.000657739
       1.0598      -0.567368       -20.2268      0.0796164   -0.000608147   -0.000790404
       1.0598      -0.567368       -20.1236    -0.00571926    -0.00103889   -0.000868652
       1.0598      -0.567368       -20.0205     -0.0195956    -0.00118866   -0.000866897
       1.0598      -0.567368       -19.9173     -0.0307754    -0.00131447   -0.000607168
       1.0598      -0.567368       -19.8142     -0.0388087    -0.00143948    -0.00042132
       1.0598      -0.567368        -19.711     -0.0429415    -0.00142721   -0.000148118
       1.0598      -0.567368       -19.6078     -0.0430562      -0.001488    0.000162792
       1.0598      -0.567368       -19.5047     -0.0387658    -0.00144008    0.000394732
       1.0598      -0.567368       -19.4015      -0.030785    -0.00133378    0.000596747
       1.0598      -0.567368       -19.2984     -0.0195338    -0.00110778     0.00074698
       1.0598      -0.567368       -19.1952    -0.00583472    -0.00112346    0.000898164
       1.0598      -0.567368        -19.092      0.0793946    -0.00121426     0.00117495
       1.0598      -0.567368       -18.9889      0.0773569    -0.00057325    0.000576109
       1.0598      -0.567368       -18.8857      0.0762695   -0.000125093    0.000130425
       1.0598      -0.567368       -18.7826   1.96455e-005  -2.96824e-007   2.31487e-007
       1.0598      -0.567368       -18.6794    1.9684e-005  -2.86955e-007   -1.8238e-023
       1.0598      -0.464211       -20.6394   1.95809e-005  -1.51959e-007  -9.66806e-024
       1.0598      -0.464211       -20.5363   1.95597e-005  -1.61844e-007  -2.39428e-007
       1.0598      -0.464211       -20.4331      0.0769239   -0.000277118   -0.000569622
       1.0598      -0.464211       -20.3299      0.0790223   -0.000694672    -0.00103017
       1.0598      -0.464211       -20.2268     -0.0057413   -0.000860081    -0.00104568
       1.0598      -0.464211       -20.1236     -0.0232835    -0.00100478    -0.00101462
       1.0598      -0.464211       -20.0205     -0.0387971    -0.00116061   -0.000948201
       1.0598      -0.464211       -19.9173     -0.0517856    -0.00126461   -0.000747236
       1.0598      -0.464211       -19.8142     -0.0613256    -0.00138027   -0.000496316
       1.0598      -0.464211        -19.711      -0.066347    -0.00145668   -0.000135612
       1.0598      -0.464211       -19.6078     -0.0663828     -0.0014596    0.000150456
       1.0598      -0.464211       -19.5047     -0.0612395    -0.00141081    0.000468813
       1.0598      -0.464211       -19.4015     -0.0517593    -0.00129256    0.000708689
       1.0598      -0.464211       -19.2984     -0.0387994    -0.00118779    0.000899671
       1.0598      -0.464211       -19.1952     -0.0232791   -0.000976368     0.00104724
       1.0598      -0.464211        -19.092    -0.00571176   -0.000847326     0.00107181
       1.0598      -0.464211       -18.9889      0.0786449   -0.000771981    0.000972024
       1.0598      -0.464211       -18.8857      0.0769019    -0.00038487    0.000502512
       1.0598      -0.464211       -18.7826   1.95616e-005  -1.64296e-007   2.43768e-007
       1.0598      -0.464211       -18.6794   1.95788e-005  -1.84409e-007     2.384e-024
       1.0598      -0.361053       -20.6394    1.9559e-005  -4.98008e-008              0
       1.0598      -0.361053       -20.5363      0.0761965   2.57149e-005  -9.92089e-005
       1.0598      -0.361053       -20.4331      0.0779654   -0.000357759   -0.000892392
       1.0598      -0.361053       -20.3299    0.000354044   -0.000618205    -0.00117456
       1.0598      -0.361053       -20.2268     -0.0195578   -0.000763398    -0.00118215
       1.0598      -0.361053       -20.1236     -0.0387542   -0.000891477      -0.001156
       1.0598      -0.361053       -20.0205     -0.0564711    -0.00101496    -0.00105084
       1.0598      -0.361053       -19.9173     -0.0694241    -0.00115519    -0.00082237
       1.0598      -0.361053       -19.8142     -0.0688238    -0.00124871   -0.000533076
       1.0598      -0.361053        -19.711     -0.0685036    -0.00130061   -0.000180507
       1.0598      -0.361053       -19.6078     -0.0684975    -0.00130027     0.00018698
       1.0598      -0.361053       -19.5047     -0.0688197    -0.00125191    0.000538083
       1.0598      -0.361053       -19.4015     -0.0694305    -0.00115109    0.000815033
       1.0598      -0.361053       -19.2984     -0.0564397    -0.00108868     0.00115381
       1.0598      -0.361053       -19.1952     -0.0388168   -0.000902223     0.00117426
       1.0598      -0.361053        -19.092     -0.0196525   -0.000777225      0.0012219
       1.0598      -0.361053       -18.9889    0.000484327   -0.000596924     0.00104003
       1.0598      -0.361053       -18.8857      0.0778993   -0.000475225    0.000836988
       1.0598      -0.361053       -18.7826      0.0762728   -0.000165235    0.000222028
       1.0598      -0.361053       -18.6794   1.95668e-005  -7.64297e-008   9.72545e-024
       1.0598      -0.257895       -20.6394     1.956e-005   6.47593e-009              0
       1.0598      -0.257895       -20.5363      0.0767327    -0.00010023   -0.000533805
       1.0598      -0.257895       -20.4331      0.0791288   -0.000300699    -0.00117668
       1.0598      -0.257895       -20.3299    -0.00908013   -0.000488266     -0.0012664
       1.0598      -0.257895       -20.2268     -0.0307789   -0.000607526    -0.00132361
       1.0598      -0.257895       -20.1236     -0.0517573   -0.000707144    -0.00127573
       1.0598      -0.257895       -20.0205     -0.0694542   -0.000826667     -0.0011626
       1.0598      -0.257895       -19.9173     -0.0685072   -0.000906817    -0.00092859
       1.0598      -0.257895       -19.8142     -0.0678193   -0.000992422   -0.000597111
       1.0598      -0.257895        -19.711     -0.0674587    -0.00103701   -0.000204264
       1.0598      -0.257895       -19.6078     -0.0674562    -0.00103336    0.000208654
       1.0598      -0.257895       -19.5047     -0.0678224   -0.000997706    0.000600083
       1.0598      -0.257895       -19.4015     -0.0685051   -0.000924585     0.00092768
       1.0598      -0.257895       -19.2984      -0.069443     -0.0008225     0.00117888
       1.0598      -0.257895       -19.1952     -0.0517956   -0.000715487       0.001273
       1.0598      -0.257895        -19.092     -0.0307829   -0.000602501     0.00134567
       1.0598      -0.257895       -18.9889    -0.00906733   -0.000509532     0.00128329
       1.0598      -0.257895       -18.8857      0.0790599   -0.000449931     0.00110662
       1.0598      -0.257895       -18.7826      0.0767069   -0.000219748     0.00050421
       1.0598      -0.257895       -18.6794   1.95663e-005  -2.99773e-008              0
       1.0598      -0.154737       -20.6394   1.95552e-005  -8.52639e-009              0
       1.0598      -0.154737       -20.5363      0.0771054  -7.55676e-005     -0.0007046
       1.0598      -0.154737       -20.4331   5.93092e-005   -0.000246207    -0.00125133
       1.0598      -0.154737       -20.3299     -0.0160143   -0.000350093    -0.00137679
       1.0598      -0.154737       -20.2268     -0.0387805   -0.000372327    -0.00142393
       1.0598      -0.154737       -20.1236     -0.0612827   -0.000478877    -0.00138251
       1.0598      -0.154737       -20.0205     -0.0688254   -0.000532164     -0.0012482
       1.0598      -0.154737       -19.9173     -0.0678203   -0.000594084    -0.00099815
       1.0598      -0.154737       -19.8142     -0.0670874   -0.000645055   -0.000640566
       1.0598      -0.154737        -19.711     -0.0666776   -0.000670478   -0.000222844
       1.0598      -0.154737       -19.6078     -0.0666938   -0.000669573    0.000222499
       1.0598      -0.154737       -19.5047     -0.0670738   -0.000650679    0.000648138
       1.0598      -0.154737       -19.4015     -0.0678246   -0.000597288    0.000998813
       1.0598      -0.154737       -19.2984     -0.0688279   -0.000530736     0.00125248
       1.0598      -0.154737       -19.1952     -0.0612818    -0.00044874     0.00139178
       1.0598      -0.154737        -19.092     -0.0388014   -0.000426142     0.00142276
       1.0598      -0.154737       -18.9889     -0.0160046   -0.000373768     0.00137588
       1.0598      -0.154737       -18.8857   6.07182e-005   -0.000258802     0.00127232
       1.0598      -0.154737       -18.7826      0.0770744   -0.000192899    0.000679779
       1.0598      -0.154737       -18.6794   1.95561e-005  -4.65503e-008  -2.86975e-024
       1.0598     -0.0515789       -20.6394   1.96208e-005   5.68048e-008              0
       1.0598     -0.0515789       -20.5363      0.0773577   7.67686e-006    -0.00079958
       1.0598     -0.0515789       -20.4331    0.000207028  -9.26328e-005    -0.00129773
       1.0598     -0.0515789       -20.3299     -0.0196752   -0.000191961    -0.00147949
       1.0598     -0.0515789       -20.2268     -0.0430389   -0.000105002     -0.0014788
       1.0598     -0.0515789       -20.1236      -0.066331   -0.000155323    -0.00147182
       1.0598     -0.0515789       -20.0205     -0.0685053   -0.000174048    -0.00130208
       1.0598     -0.0515789       -19.9173     -0.0674617   -0.000202607     -0.0010362
       1.0598     -0.0515789       -19.8142     -0.0666896   -0.000216641   -0.000677768
       1.0598     -0.0515789        -19.711     -0.0662854    -0.00023302    -0.00023258
