       x [in]         y [in]         z [in]    Bx [Vs/m^2]    By [Vs/m^2]    Bz [Vs/m^2]  
     -0.84058       0.670526       -20.0205  -2.96901e-022   2.39639e-005  -1.70681e-005
     -0.84058       0.670526       -19.9173   -3.8846e-022   2.74211e-005  -1.42645e-005
     -0.84058       0.670526       -19.8142   1.59788e-022   3.00793e-005  -9.42436e-006
     -0.84058       0.670526        -19.711  -2.49505e-023   3.15521e-005   -3.3087e-006
     -0.84058       0.670526       -19.6078   1.60237e-022   3.15904e-005   3.33377e-006
     -0.84058       0.670526       -19.5047   2.63484e-022   3.00839e-005   9.47094e-006
     -0.84058       0.670526       -19.4015              0    2.7401e-005   1.42224e-005
     -0.84058       0.670526       -19.2984              0   2.40297e-005   1.70937e-005
     -0.84058       0.670526       -19.1952  -1.36307e-022     2.029e-005    1.7838e-005
     -0.84058       0.670526        -19.092   -2.5144e-022   1.67767e-005   1.66766e-005
     -0.84058       0.670526       -18.9889   2.77665e-022   1.38031e-005   1.38185e-005
     -0.84058       0.670526       -18.8857              0   1.15825e-005   9.83135e-006
     -0.84058       0.670526       -18.7826   -2.9531e-022   1.02337e-005   5.09016e-006
     -0.84058       0.670526       -18.6794  -1.67637e-022   9.76606e-006              0
     -0.84058       0.773684       -20.6394  -7.14997e-022    7.0369e-006              0
     -0.84058       0.773684       -20.5363     3.492e-022   7.37844e-006  -4.32394e-006
     -0.84058       0.773684       -20.4331   -8.6627e-022    8.3103e-006  -8.28676e-006
     -0.84058       0.773684       -20.3299  -2.98008e-022   9.81688e-006  -1.15988e-005
     -0.84058       0.773684       -20.2268   1.87757e-022   1.18575e-005  -1.38472e-005
     -0.84058       0.773684       -20.1236   5.70035e-022   1.42413e-005  -1.47397e-005
     -0.84058       0.773684       -20.0205   1.19836e-022   1.67412e-005  -1.39963e-005
     -0.84058       0.773684       -19.9173   6.43839e-023   1.90622e-005  -1.15616e-005
     -0.84058       0.773684       -19.8142              0   2.08846e-005  -7.64009e-006
     -0.84058       0.773684        -19.711   2.01505e-022   2.18409e-005  -2.65307e-006
     -0.84058       0.773684       -19.6078              0   2.18672e-005   2.66572e-006
     -0.84058       0.773684       -19.5047   4.42277e-022   2.08986e-005   7.64966e-006
     -0.84058       0.773684       -19.4015   1.22539e-022   1.90631e-005   1.16245e-005
     -0.84058       0.773684       -19.2984   1.19684e-022   1.67411e-005   1.39903e-005
     -0.84058       0.773684       -19.1952   -1.2801e-022   1.42167e-005   1.47659e-005
     -0.84058       0.773684        -19.092  -8.15603e-023   1.18889e-005   1.38387e-005
     -0.84058       0.773684       -18.9889  -8.44897e-022   9.81872e-006   1.16006e-005
     -0.84058       0.773684       -18.8857  -5.64894e-022    8.2992e-006   8.31043e-006
     -0.84058       0.773684       -18.7826              0   7.36052e-006   4.31514e-006
     -0.84058       0.773684       -18.6794              0    7.0306e-006  -3.37099e-022
     -0.84058       0.876842       -20.6394              0   3.67359e-006              0
     -0.84058       0.876842       -20.5363  -4.46302e-022   3.84264e-006  -3.82521e-006
     -0.84058       0.876842       -20.4331   1.60821e-022   4.32332e-006  -7.34622e-006
     -0.84058       0.876842       -20.3299  -3.49588e-022   5.09034e-006  -1.02432e-005
     -0.84058       0.876842       -20.2268  -1.56755e-022    6.1024e-006  -1.21672e-005
     -0.84058       0.876842       -20.1236              0   7.32366e-006  -1.28573e-005
     -0.84058       0.876842       -20.0205   -1.6265e-022    8.5981e-006  -1.21518e-005
     -0.84058       0.876842       -19.9173  -5.43059e-022   9.71512e-006    -9.997e-006
     -0.84058       0.876842       -19.8142  -2.66133e-022   1.06328e-005  -6.56359e-006
     -0.84058       0.876842        -19.711              0   1.11271e-005  -2.28601e-006
     -0.84058       0.876842       -19.6078    2.4102e-022   1.11408e-005   2.33083e-006
     -0.84058       0.876842       -19.5047   1.27026e-022   1.06315e-005    6.5938e-006
     -0.84058       0.876842       -19.4015   2.98601e-022   9.72792e-006   1.00064e-005
     -0.84058       0.876842       -19.2984   3.05887e-022    8.5555e-006   1.21689e-005
     -0.84058       0.876842       -19.1952   1.57678e-022   7.30816e-006   1.28746e-005
     -0.84058       0.876842        -19.092   5.32609e-022   6.11595e-006   1.21919e-005
     -0.84058       0.876842       -18.9889  -1.47445e-022   5.08881e-006   1.02455e-005
     -0.84058       0.876842       -18.8857  -3.26803e-022   4.31284e-006   7.34158e-006
     -0.84058       0.876842       -18.7826   2.85052e-022   3.84169e-006   3.84721e-006
     -0.84058       0.876842       -18.6794              0   3.69388e-006              0
     -0.84058           0.98       -20.6394   1.98822e-010   4.26423e-021              0
     -0.84058           0.98       -20.5363   1.90355e-022   4.26597e-021  -3.67666e-006
     -0.84058           0.98       -20.4331              0   4.82724e-021  -7.03766e-006
     -0.84058           0.98       -20.3299              0   5.72679e-021  -9.77347e-006
     -0.84058           0.98       -20.2268              0   6.52617e-021  -1.15989e-005
     -0.84058           0.98       -20.1236   4.32978e-022   1.19276e-008  -1.21673e-005
     -0.84058           0.98       -20.0205    4.2968e-022   9.21913e-021  -1.14929e-005
     -0.84058           0.98       -19.9173              0   1.03284e-020  -9.45595e-006
     -0.84058           0.98       -19.8142  -3.26744e-009   1.05246e-020  -6.19426e-006
     -0.84058           0.98        -19.711              0   1.20794e-020  -2.15453e-006
     -0.84058           0.98       -19.6078    5.2321e-022   1.20276e-020   2.18055e-006
     -0.84058           0.98       -19.5047              0   1.13368e-020   6.23295e-006
     -0.84058           0.98       -19.4015   -1.4033e-022   1.07869e-020   9.47488e-006
     -0.84058           0.98       -19.2984   6.17415e-022   9.53154e-021   1.15304e-005
     -0.84058           0.98       -19.1952              0     8.126e-021   1.22174e-005
     -0.84058           0.98        -19.092              0   4.82804e-009   1.15471e-005
     -0.84058           0.98       -18.9889  -6.42081e-022   2.89995e-009   9.76396e-006
     -0.84058           0.98       -18.8857              0   4.62369e-021   7.03754e-006
     -0.84058           0.98       -18.7826  -1.20271e-022    4.5573e-009    3.6831e-006
     -0.84058           0.98       -18.6794              0   4.81174e-009              0
    -0.735003          -0.98       -20.6394    7.6355e-006  -6.11487e-010  -1.34106e-022
    -0.735003          -0.98       -20.5363   7.63857e-006   4.21218e-021  -3.67519e-006
    -0.735003          -0.98       -20.4331    7.6607e-006   4.78069e-021  -7.03346e-006
    -0.735003          -0.98       -20.3299   7.67172e-006   5.67931e-021  -9.78354e-006
    -0.735003          -0.98       -20.2268   7.66663e-006   7.02781e-021  -1.16157e-005
    -0.735003          -0.98       -20.1236   7.60525e-006   8.09916e-021  -1.22726e-005
    -0.735003          -0.98       -20.0205   7.50256e-006   1.06719e-020  -1.15698e-005
    -0.735003          -0.98       -19.9173   7.38475e-006   1.12284e-020  -9.51534e-006
    -0.735003          -0.98       -19.8142    7.2712e-006   1.20948e-020  -6.25644e-006
    -0.735003          -0.98        -19.711   7.19426e-006   1.24675e-020   -2.1769e-006
    -0.735003          -0.98       -19.6078   7.19349e-006   1.31338e-020   2.20301e-006
    -0.735003          -0.98       -19.5047   7.27277e-006   1.26982e-020   6.28197e-006
    -0.735003          -0.98       -19.4015   7.38371e-006   1.08708e-020   9.55167e-006
    -0.735003          -0.98       -19.2984   7.51036e-006   9.44032e-021   1.15858e-005
    -0.735003          -0.98       -19.1952   7.60694e-006   7.79092e-021   1.22782e-005
    -0.735003          -0.98        -19.092   7.66655e-006   6.67002e-021   1.16319e-005
    -0.735003          -0.98       -18.9889   7.68126e-006    5.2744e-021   9.80224e-006
    -0.735003          -0.98       -18.8857   7.66252e-006   4.79707e-021   7.03861e-006
    -0.735003          -0.98       -18.7826   7.64189e-006   4.05628e-021     3.671e-006
    -0.735003          -0.98       -18.6794   7.63638e-006   4.01307e-021   8.07369e-023
    -0.735003      -0.876842       -20.6394   7.64209e-006  -3.67046e-006              0
    -0.735003      -0.876842       -20.5363   7.64486e-006  -3.84021e-006  -3.83764e-006
    -0.735003      -0.876842       -20.4331   7.64928e-006  -4.33188e-006  -7.36082e-006
    -0.735003      -0.876842       -20.3299   7.63077e-006  -5.14364e-006  -1.02687e-005
    -0.735003      -0.876842       -20.2268   7.57166e-006  -6.21003e-006  -1.22301e-005
    -0.735003      -0.876842       -20.1236    7.4542e-006  -7.49352e-006  -1.29401e-005
    -0.735003      -0.876842       -20.0205   7.27787e-006  -8.82657e-006  -1.22557e-005
    -0.735003      -0.876842       -19.9173   7.06597e-006  -1.00766e-005  -1.01016e-005
    -0.735003      -0.876842       -19.8142   6.89296e-006  -1.10532e-005   -6.6466e-006
    -0.735003      -0.876842        -19.711   6.78446e-006  -1.15785e-005   -2.3151e-006
    -0.735003      -0.876842       -19.6078   6.74713e-006  -1.15735e-005    2.3388e-006
    -0.735003      -0.876842       -19.5047   6.87622e-006  -1.10481e-005   6.67778e-006
    -0.735003      -0.876842       -19.4015    7.0655e-006  -1.00956e-005   1.01232e-005
    -0.735003      -0.876842       -19.2984    7.2764e-006  -8.83176e-006   1.22562e-005
    -0.735003      -0.876842       -19.1952    7.4377e-006  -7.49887e-006   1.29617e-005
    -0.735003      -0.876842        -19.092   7.56849e-006  -6.23181e-006   1.22246e-005
    -0.735003      -0.876842       -18.9889   7.62624e-006  -5.14412e-006    1.0278e-005
    -0.735003      -0.876842       -18.8857   7.65149e-006  -4.33065e-006   7.37224e-006
    -0.735003      -0.876842       -18.7826   7.64886e-006  -3.84213e-006   3.84458e-006
    -0.735003      -0.876842       -18.6794   7.64208e-006  -3.66368e-006              0
    -0.735003      -0.773684       -20.6394   7.66394e-006    -7.049e-006  -1.05951e-022
    -0.735003      -0.773684       -20.5363   7.64876e-006  -7.36865e-006  -4.33219e-006
    -0.735003      -0.773684       -20.4331   7.60301e-006  -8.34431e-006  -8.34637e-006
    -0.735003      -0.773684       -20.3299   7.48907e-006   -9.9406e-006  -1.16956e-005
    -0.735003      -0.773684       -20.2268   7.27572e-006  -1.21035e-005  -1.40104e-005
    -0.735003      -0.773684       -20.1236   6.94739e-006  -1.46289e-005  -1.49351e-005
    -0.735003      -0.773684       -20.0205   6.49892e-006  -1.73332e-005  -1.42573e-005
    -0.735003      -0.773684       -19.9173   5.99055e-006  -1.98646e-005  -1.18469e-005
    -0.735003      -0.773684       -19.8142   5.62223e-006  -2.18345e-005   -7.8327e-006
    -0.735003      -0.773684        -19.711    5.3404e-006  -2.29111e-005  -2.72978e-006
    -0.735003      -0.773684       -19.6078   5.39747e-006   -2.2873e-005   2.78147e-006
    -0.735003      -0.773684       -19.5047   5.61254e-006  -2.18402e-005   7.85541e-006
    -0.735003      -0.773684       -19.4015   6.03886e-006  -1.98354e-005   1.18373e-005
    -0.735003      -0.773684       -19.2984   6.51273e-006  -1.73274e-005   1.42386e-005
    -0.735003      -0.773684       -19.1952   6.95872e-006  -1.46277e-005   1.49674e-005
    -0.735003      -0.773684        -19.092   7.28137e-006  -1.20958e-005   1.40108e-005
    -0.735003      -0.773684       -18.9889   7.47424e-006  -9.94472e-006   1.16957e-005
    -0.735003      -0.773684       -18.8857   7.59998e-006  -8.34899e-006   8.35493e-006
    -0.735003      -0.773684       -18.7826   7.65026e-006  -7.36556e-006   4.34014e-006
    -0.735003      -0.773684       -18.6794   7.66195e-006  -7.02366e-006   5.66526e-023
    -0.735003      -0.670526       -20.6394   7.67166e-006  -9.81185e-006              0
    -0.735003      -0.670526       -20.5363   7.63093e-006  -1.02634e-005  -5.14279e-006
    -0.735003      -0.670526       -20.4331   7.48029e-006  -1.16929e-005  -9.94467e-006
    -0.735003      -0.670526       -20.3299   7.18281e-006  -1.40323e-005  -1.40254e-005
    -0.735003      -0.670526       -20.2268   6.67714e-006  -1.72057e-005  -1.69434e-005
    -0.735003      -0.670526       -20.1236   5.94808e-006  -2.09753e-005  -1.82884e-005
    -0.735003      -0.670526       -20.0205   5.03645e-006  -2.50074e-005  -1.75921e-005
    -0.735003      -0.670526       -19.9173   3.99001e-006  -2.87972e-005    -1.473e-005
    -0.735003      -0.670526       -19.8142   3.16145e-006  -3.17804e-005    -9.821e-006
    -0.735003      -0.670526        -19.711   2.59232e-006  -3.34048e-005  -3.42997e-006
    -0.735003      -0.670526       -19.6078   2.68363e-006  -3.34025e-005   3.43324e-006
    -0.735003      -0.670526       -19.5047    3.1635e-006  -3.18175e-005   9.83432e-006
    -0.735003      -0.670526       -19.4015   3.98651e-006  -2.88294e-005     1.475e-005
    -0.735003      -0.670526       -19.2984   5.01142e-006  -2.49907e-005   1.76175e-005
    -0.735003      -0.670526       -19.1952   5.96235e-006  -2.09563e-005   1.82898e-005
    -0.735003      -0.670526        -19.092   6.69298e-006  -1.71843e-005   1.69515e-005
    -0.735003      -0.670526       -18.9889   7.19208e-006  -1.40265e-005   1.40261e-005
    -0.735003      -0.670526       -18.8857   7.49419e-006  -1.16953e-005   9.92807e-006
    -0.735003      -0.670526       -18.7826   7.63493e-006  -1.02644e-005   5.13305e-006
    -0.735003      -0.670526       -18.6794   7.67849e-006  -9.77007e-006  -2.37151e-022
    -0.735003      -0.567368       -20.6394   7.65404e-006  -1.16158e-005  -2.11218e-022
    -0.735003      -0.567368       -20.5363   7.57398e-006   -1.2219e-005  -6.22406e-006
    -0.735003      -0.567368       -20.4331    7.2587e-006  -1.40095e-005  -1.20916e-005
    -0.735003      -0.567368       -20.3299   6.68305e-006  -1.69536e-005  -1.71843e-005
    -0.735003      -0.567368       -20.2268   5.71821e-006  -2.09631e-005  -2.10284e-005
    -0.735003      -0.567368       -20.1236   4.31719e-006  -2.58508e-005  -2.28584e-005
    -0.735003      -0.567368       -20.0205    2.5898e-006  -3.10628e-005  -2.22503e-005
    -0.735003      -0.567368       -19.9173   6.89116e-007  -3.60804e-005  -1.87609e-005
    -0.735003      -0.567368       -19.8142  -8.97818e-007  -3.99947e-005  -1.25598e-005
    -0.735003      -0.567368        -19.711   -1.9345e-006  -4.21517e-005  -4.43431e-006
    -0.735003      -0.567368       -19.6078  -1.92673e-006  -4.21878e-005   4.43882e-006
    -0.735003      -0.567368       -19.5047  -9.09329e-007  -3.99847e-005   1.26034e-005
    -0.735003      -0.567368       -19.4015   7.21911e-007  -3.59623e-005   1.88058e-005
    -0.735003      -0.567368       -19.2984   2.59274e-006   -3.1087e-005   2.23203e-005
    -0.735003      -0.567368       -19.1952    4.3228e-006  -2.58161e-005   2.28341e-005
    -0.735003      -0.567368        -19.092   5.71311e-006  -2.09851e-005   2.10272e-005
    -0.735003      -0.567368       -18.9889   6.68839e-006  -1.69522e-005   1.71959e-005
    -0.735003      -0.567368       -18.8857   7.26884e-006  -1.40033e-005   1.20949e-005
